0;0,225987;0,21336;0,944349
0,05;0,225546;0,213823;0,944266
0,1;0,225105;0,214287;0,944181
0,15;0,224665;0,21475;0,944097
0,2;0,224225;0,215214;0,944013
0,25;0,223785;0,215677;0,943928
0,3;0,223346;0,21614;0,943843
0,35;0,222907;0,216604;0,943759
0,4;0,222468;0,217067;0,943676
0,45;0,22203;0,217531;0,943594
0,5;0,221592;0,217996;0,943512
0,55;0,221154;0,218462;0,943429
0,6;0,220717;0,218929;0,943347
0,65;0,220279;0,219396;0,943265
0,7;0,219842;0,219864;0,943183
0,75;0,219405;0,220331;0,943102
0,8;0,218969;0,220799;0,943021
0,85;0,218532;0,221267;0,942941
0,9;0,218095;0,221735;0,94286
0,95;0,217659;0,222204;0,94278
1;0,217222;0,222673;0,942699
1,05;0,216786;0,223142;0,942619
1,1;0,216349;0,223612;0,942539
1,15;0,215913;0,224082;0,942459
1,2;0,215477;0,224553;0,942381
1,25;0,215041;0,225024;0,942303
1,3;0,214607;0,225496;0,942226
1,35;0,214172;0,225968;0,94215
1,4;0,213738;0,22644;0,942074
1,45;0,213304;0,226913;0,941999
1,5;0,21287;0,227386;0,941923
1,55;0,212437;0,227858;0,941848
1,6;0,212004;0,228332;0,941774
1,65;0,211571;0,228805;0,9417
1,7;0,211139;0,22928;0,941627
1,75;0,210707;0,229756;0,941555
1,8;0,210276;0,230231;0,941482
1,85;0,209845;0,230707;0,94141
1,9;0,209413;0,231184;0,941338
1,95;0,208982;0,231661;0,941266
2;0,208552;0,232139;0,941194
2,05;0,208121;0,232617;0,941122
2,1;0,20769;0,233097;0,94105
2,15;0,20726;0,233576;0,940978
2,2;0,20683;0,234056;0,940907
2,25;0,206401;0,234536;0,940836
2,3;0,205971;0,235016;0,940765
2,35;0,205542;0,235498;0,940694
2,4;0,205113;0,23598;0,940623
2,45;0,204685;0,236463;0,940552
2,5;0,204257;0,236947;0,940481
2,55;0,203829;0,237432;0,94041
2,6;0,203402;0,237918;0,94034
2,65;0,202975;0,238404;0,940269
2,7;0,202548;0,238891;0,940199
2,75;0,202121;0,239378;0,940128
2,8;0,201695;0,239865;0,940058
2,85;0,201269;0,240352;0,939989
2,9;0,200843;0,24084;0,939919
2,95;0,200417;0,241329;0,93985
3;0,199992;0,241819;0,939782
3,05;0,199567;0,242308;0,939715
3,1;0,199143;0,242799;0,939648
3,15;0,198718;0,24329;0,939581
3,2;0,198294;0,243783;0,939515
3,25;0,19787;0,244276;0,939449
3,3;0,197446;0,244769;0,939383
3,35;0,197021;0,245264;0,939319
3,4;0,196597;0,245759;0,939255
3,45;0,196173;0,246256;0,939191
3,5;0,195749;0,246752;0,939126
3,55;0,195325;0,24725;0,939062
3,6;0,194902;0,247748;0,938998
3,65;0,194478;0,248247;0,938934
3,7;0,194055;0,248747;0,93887
3,75;0,193631;0,249247;0,938807
3,8;0,193208;0,249748;0,938744
3,85;0,192785;0,250249;0,938681
3,9;0,192362;0,25075;0,938618
3,95;0,191939;0,251252;0,938555
4;0,191517;0,251754;0,938493
4,05;0,191095;0,252257;0,938433
4,1;0,190673;0,252761;0,938373
4,15;0,190252;0,253265;0,938314
4,2;0,189831;0,253771;0,938256
4,25;0,189411;0,254278;0,938197
4,3;0,188991;0,254785;0,938138
4,35;0,188571;0,255294;0,93808
4,4;0,188151;0,255803;0,938021
4,45;0,187732;0,256313;0,937964
4,5;0,187313;0,256824;0,937906
4,55;0,186895;0,257335;0,937849
4,6;0,186476;0,257847;0,937792
4,65;0,186058;0,258359;0,937735
4,7;0,18564;0,258872;0,937677
4,75;0,185222;0,259385;0,93762
4,8;0,184804;0,259898;0,937562
4,85;0,184386;0,260413;0,937505
4,9;0,183969;0,260928;0,937447
4,95;0,183551;0,261444;0,937389
5;0,183134;0,26196;0,937331
5,05;0,182717;0,262477;0,937273
5,1;0,1823;0,262994;0,937216
5,15;0,181884;0,263511;0,937158
5,2;0,181467;0,264029;0,9371
5,25;0,181051;0,264547;0,937043
5,3;0,180635;0,265065;0,936986
5,35;0,180219;0,265583;0,936929
5,4;0,179803;0,266102;0,936873
5,45;0,179387;0,266621;0,936818
5,5;0,178971;0,267141;0,936762
5,55;0,178555;0,26766;0,936706
5,6;0,17814;0,26818;0,93665
5,65;0,177724;0,2687;0,936595
5,7;0,177309;0,269221;0,936539
5,75;0,176893;0,269741;0,936484
5,8;0,176479;0,270262;0,936429
5,85;0,176064;0,270784;0,936374
5,9;0,175649;0,271306;0,936318
5,95;0,175235;0,271828;0,936263
6;0,174821;0,272351;0,936208
6,05;0,174407;0,272873;0,936153
6,1;0,173992;0,273396;0,936097
6,15;0,173578;0,273919;0,936043
6,2;0,173164;0,274442;0,935988
6,25;0,17275;0,274965;0,935933
6,3;0,172336;0,275489;0,935878
6,35;0,171922;0,276013;0,935824
6,4;0,17151;0,276537;0,935769
6,45;0,171097;0,277062;0,935715
6,5;0,170685;0,277587;0,935661
6,55;0,170273;0,278113;0,935608
6,6;0,169861;0,27864;0,935554
6,65;0,169449;0,279166;0,935501
6,7;0,169038;0,279693;0,935448
6,75;0,168628;0,280219;0,935394
6,8;0,168217;0,280746;0,93534
6,85;0,167808;0,281273;0,935286
6,9;0,167398;0,2818;0,935232
6,95;0,16699;0,282327;0,935179
7;0,166581;0,282856;0,935125
7,05;0,166173;0,283385;0,935071
7,1;0,165766;0,283915;0,935017
7,15;0,165359;0,284446;0,934964
7,2;0,164952;0,284978;0,93491
7,25;0,164545;0,285511;0,934856
7,3;0,164138;0,286044;0,934802
7,35;0,163732;0,286577;0,934747
7,4;0,163326;0,28711;0,934693
7,45;0,16292;0,287643;0,934639
7,5;0,162514;0,288176;0,934586
7,55;0,162109;0,288709;0,934532
7,6;0,161703;0,289242;0,934478
7,65;0,161299;0,289775;0,934425
7,7;0,160895;0,290308;0,934371
7,75;0,160491;0,290841;0,934318
7,8;0,160088;0,291375;0,934265
7,85;0,159684;0,291909;0,934211
7,9;0,159281;0,292443;0,934158
7,95;0,158879;0,292978;0,934103
8;0,158477;0,293514;0,934049
8,05;0,158075;0,29405;0,933995
8,1;0,157674;0,294586;0,933941
8,15;0,157273;0,295123;0,933887
8,2;0,156872;0,29566;0,933834
8,25;0,156471;0,296198;0,93378
8,3;0,156071;0,296736;0,933727
8,35;0,15567;0,297274;0,933673
8,4;0,15527;0,297812;0,933618
8,45;0,15487;0,298351;0,933564
8,5;0,154471;0,298889;0,933509
8,55;0,154072;0,299428;0,933455
8,6;0,153673;0,299967;0,933401
8,65;0,153275;0,300507;0,933346
8,7;0,152877;0,301046;0,933292
8,75;0,152479;0,301586;0,933238
8,8;0,152082;0,302126;0,933185
8,85;0,151685;0,302666;0,933131
8,9;0,151289;0,303206;0,933078
8,95;0,150893;0,303747;0,933024
9;0,150498;0,304287;0,932971
9,05;0,150103;0,304829;0,932918
9,1;0,149709;0,305371;0,932865
9,15;0,149314;0,305913;0,932811
9,2;0,14892;0,306457;0,932758
9,25;0,148526;0,307001;0,932704
9,3;0,148133;0,307545;0,932651
9,35;0,147739;0,30809;0,932597
9,4;0,147346;0,308636;0,932543
9,45;0,146953;0,309181;0,93249
9,5;0,146561;0,309728;0,932437
9,55;0,146168;0,310274;0,932383
9,6;0,145776;0,310821;0,932329
9,65;0,145384;0,311368;0,932276
9,7;0,144992;0,311916;0,932221
9,75;0,1446;0,312464;0,932166
9,8;0,144208;0,313013;0,932111
9,85;0,143817;0,313562;0,932055
9,9;0,143425;0,314112;0,931999
9,95;0,143034;0,314662;0,931943
10;0,142643;0,315213;0,931887
10,05;0,142251;0,315764;0,931831
10,1;0,14186;0,316315;0,931775
10,15;0,14147;0,316867;0,931719
10,2;0,141079;0,31742;0,931663
10,25;0,140689;0,317973;0,931606
10,3;0,140298;0,318526;0,93155
10,35;0,139908;0,31908;0,931494
10,4;0,139519;0,319634;0,931437
10,45;0,139129;0,320189;0,931381
10,5;0,13874;0,320744;0,931325
10,55;0,138352;0,3213;0,931269
10,6;0,137963;0,321855;0,931212
10,65;0,137575;0,322412;0,931155
10,7;0,137187;0,322969;0,931099
10,75;0,1368;0,323526;0,931042
10,8;0,136412;0,324083;0,930985
10,85;0,136025;0,324641;0,930928
10,9;0,135638;0,325198;0,930871
10,95;0,135252;0,325756;0,930813
11;0,134865;0,326314;0,930756
11,05;0,134479;0,326873;0,930698
11,1;0,134092;0,327434;0,93064
11,15;0,133706;0,327995;0,930582
11,2;0,133319;0,328557;0,930525
11,25;0,132933;0,32912;0,930467
11,3;0,132546;0,329683;0,93041
11,35;0,13216;0,330246;0,930353
11,4;0,131774;0,330811;0,930295
11,45;0,131388;0,331375;0,930237
11,5;0,131003;0,331939;0,930179
11,55;0,130618;0,332504;0,930122
11,6;0,130233;0,333069;0,930064
11,65;0,129848;0,333635;0,930006
11,7;0,129463;0,334202;0,929948
11,75;0,129079;0,33477;0,92989
11,8;0,128695;0,335338;0,929831
11,85;0,128311;0,335907;0,929772
11,9;0,127927;0,336476;0,929714
11,95;0,127543;0,337046;0,929655
12;0,12716;0,337617;0,929596
12,05;0,126776;0,338189;0,929538
12,1;0,126394;0,338761;0,929479
12,15;0,126011;0,339334;0,929421
12,2;0,12563;0,339907;0,929362
12,25;0,125248;0,340481;0,929303
12,3;0,124867;0,341056;0,929244
12,35;0,124486;0,34163;0,929185
12,4;0,124105;0,342205;0,929126
12,45;0,123725;0,34278;0,929067
12,5;0,123344;0,343355;0,929008
12,55;0,122964;0,343929;0,92895
12,6;0,122584;0,344505;0,928891
12,65;0,122203;0,345081;0,928832
12,7;0,121823;0,345657;0,928774
12,75;0,121443;0,346233;0,928716
12,8;0,121064;0,34681;0,928658
12,85;0,120684;0,347387;0,9286
12,9;0,120305;0,347965;0,928541
12,95;0,119926;0,348542;0,928483
13;0,119547;0,34912;0,928425
13,05;0,119168;0,349698;0,928367
13,1;0,11879;0,350276;0,928309
13,15;0,118411;0,350856;0,928251
13,2;0,118033;0,351436;0,928193
13,25;0,117654;0,352016;0,928135
13,3;0,117276;0,352596;0,928078
13,35;0,116898;0,353177;0,928021
13,4;0,11652;0,353758;0,927964
13,45;0,116142;0,35434;0,927907
13,5;0,115764;0,354921;0,927849
13,55;0,115386;0,355504;0,927793
13,6;0,115008;0,356086;0,927736
13,65;0,11463;0,356669;0,92768
13,7;0,114252;0,357252;0,927623
13,75;0,113875;0,357835;0,927567
13,8;0,113498;0,358419;0,927511
13,85;0,113121;0,359002;0,927455
13,9;0,112744;0,359586;0,9274
13,95;0,112367;0,360169;0,927344
14;0,11199;0,360753;0,927289
14,05;0,111614;0,361337;0,927232
14,1;0,111238;0,361922;0,927176
14,15;0,110862;0,362507;0,927119
14,2;0,110486;0,363092;0,927063
14,25;0,11011;0,363678;0,927006
14,3;0,109734;0,364264;0,926949
14,35;0,109358;0,36485;0,926891
14,4;0,108982;0,365437;0,926834
14,45;0,108607;0,366025;0,926777
14,5;0,108232;0,366612;0,92672
14,55;0,107857;0,367201;0,926663
14,6;0,107483;0,367789;0,926606
14,65;0,107108;0,368378;0,926549
14,7;0,106734;0,368967;0,926491
14,75;0,10636;0,369556;0,926434
14,8;0,105987;0,370145;0,926376
14,85;0,105613;0,370735;0,926319
14,9;0,105241;0,371324;0,926262
14,95;0,104869;0,371914;0,926205
15;0,104497;0,372504;0,926148
15,05;0,104126;0,373094;0,926091
15,1;0,103756;0,373685;0,926034
15,15;0,103386;0,374275;0,925977
15,2;0,103016;0,374866;0,925921
15,25;0,102647;0,375457;0,925865
15,3;0,102279;0,376048;0,925808
15,35;0,101911;0,376639;0,925752
15,4;0,101543;0,377231;0,925696
15,45;0,101176;0,377822;0,92564
15,5;0,100809;0,378414;0,925584
15,55;0,100441;0,379006;0,925529
15,6;0,100074;0,379599;0,925473
15,65;0,099707;0,380192;0,925418
15,7;0,099342;0,380785;0,925362
15,75;0,098977;0,381379;0,925306
15,8;0,098612;0,381973;0,92525
15,85;0,098247;0,382568;0,925194
15,9;0,097883;0,383163;0,92514
15,95;0,097519;0,383757;0,925085
16;0,097156;0,384352;0,92503
16,05;0,096793;0,384948;0,924975
16,1;0,09643;0,385543;0,92492
16,15;0,096067;0,386139;0,924866
16,2;0,095704;0,386735;0,924812
16,25;0,095342;0,387331;0,924758
16,3;0,09498;0,387927;0,924703
16,35;0,094619;0,388524;0,924649
16,4;0,094258;0,389121;0,924596
16,45;0,093897;0,389719;0,924543
16,5;0,093536;0,390318;0,924491
16,55;0,093176;0,390917;0,924439
16,6;0,092815;0,391516;0,924387
16,65;0,092455;0,392115;0,924335
16,7;0,092096;0,392715;0,924284
16,75;0,091737;0,393314;0,924233
16,8;0,091378;0,393914;0,924182
16,85;0,091019;0,394514;0,924131
16,9;0,09066;0,395114;0,92408
